机构ID	机构名称	数据年度	本年度捐赠收入_现金	来自境内的捐赠_现金	来自境内自然人的捐赠_现金	来自境内法人或者其他组织的捐赠_现金	来自境外的捐赠_现金	来自境外自然人的捐赠_现金	来自境外法人或者其他组织的捐赠_现金	接受非公益性捐赠情况_现金	本年度捐赠收入_非现金	来自境内的捐赠_非现金	来自境内自然人的捐赠_非现金	来自境内法人或者其他组织的捐赠_非现金	来自境外的捐赠_非现金	来自境外自然人的捐赠_非现金	来自境外法人或者其他组织的捐赠_非现金	接受非公益性捐赠情况_非现金	上年度基金余额	本年度总支出	本年度用于公益事业的支出	工作人员工资福利支出	行政办公支出	其他支出	捐赠主体ID	捐赠主体名称	捐赠额_现金_限定	捐赠额_非现金_限定	捐赠额_现金_非限定	捐赠额_非现金_非限定	用途
ricf_id	ba_cn 	fp_yr	ao_ad	ao_dd	ao_ddc	ao_ddi	ao_od	ao_odn	ao_odi	ao_nni	ao_adn	ao_ddn	ao_ddnn	ao_ddin	ao_odnn	ao_odnn	ao_odin	ao_nnin	ao_lst	ao_ate	ao_cc	ao_slr	ao_adex	ao_othex	ao_did	ao_dn	ao_dcae	ao_ncae	ao_dcan	ao_ncan	ao_use
730	北京长林公益基金会	2014	1,249,300.00	1,249,300.00	849,300.00	400,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		802,238.02	734,532.70	0.00	28,237.30	39,468.02							
731	北京长江药学发展基金会	2014	210,000.00	210,000.00	0.00	210,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		744,037.52	559,332.79	69,377.71	0.00	115,327.02							
732	北京长策经济研究基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		522,299.36	307,966.51	260,206.71	180,101.50	0.00							
733	北京阳光知识产权与法律发展基金会	2014	1,311,877.95	340,733.50	50,000.00	290,733.50	971,144.45	0.00	971,144.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		893,249.79	829,879.01	40,426.61	20,990.60	1,953.57							
734	北京阳光老年健康基金会	2014	484,980.00	484,980.00	484,980.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,333,561.73	1,326,482.61	95,841.71	6,572.32	506.80							
735	北京青少年发展基金会	2014	33,253,395.88	29,630,239.03	7,059,795.90	22,570,443.13	3,623,156.85	0.00	3,623,156.85	0.00	3,573,643.52	3,573,643.52	1,000.00	3,572,643.52	0.00	0.00	0.00	0.00		41,088,795.23	38,845,312.83	1,095,568.73	475,418.16	672,495.51							
736	北京青少年科学基金会	2014	80,000.00	80,000.00	80,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,317,785.06	1,235,973.98	39,530.00	26,540.20	15,340.88							
737	北京青年创业就业基金会	2014	3,000,000.01	3,000,000.01	0.00	3,000,000.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		920,532.16	863,175.00	0.00	57,122.16	235.00							
738	北京非物质文化遗产发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4,252,000.00	4,252,000.00	4,000,000.00	252,000.00	0.00	0.00	0.00	0.00		220,730.73	171,391.21	19,140.42	11,643.00	18,556.10							
739	北京韩红爱心慈善基金会	2014	26,760,209.65	26,760,209.65	0.00	26,760,209.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		19,716,649.15	18,614,312.13	628,108.87	462,593.15	11,635.00							
740	北京顺峰爱心公益基金会	2014	2,000,000.00	2,000,000.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		204,515.26	145,000.00	6,012.10	14,406.16	39,097.00							
741	北京高占祥文化艺术基金会	2014	500,000.00	500,000.00	0.00	500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,829,366.10	1,657,979.42	139,821.88	31,564.80	0.00							
743	北京龙门慈善基金会	2014	400,000.00	400,000.00	0.00	400,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		427,384.00	421,000.00	0.00	6,384.00	0.00							
744	北华大学教育基金会	2014	1,518,500.00	1,518,500.00	26,000.00	1,492,500.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,581,239.78	2,527,436.56	0.00	41,411.22	12,392.00							
745	宁夏回族自治区北方民族大学教育发展基金会	2014	4,445,100.00	4,445,100.00	447,100.00	3,998,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		974,512.50	938,000.00	0.00	6,512.50	30,000.00							
746	北流见义勇为慈善基金会	2014	5,942,238.00	5,942,238.00	5,942,238.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,599,146.98	4,314,103.50	172,266.80	112,328.93	447.75							
747	北海天宁慈善基金会	2014	58,200.00	58,200.00	6,200.00	52,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		236,734.66	230,550.00	0.00	5,321.00	863.66							
749	华中师范大学教育发展基金会	2014	36,301,843.00	36,301,843.00	28,848,543.00	7,453,300.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		18,159,807.07	18,069,118.07	90,100.00	589.00	0.00							
750	华中科技大学教育发展基金会	2014	25,331,942.19	22,813,655.20	3,983,375.20	18,830,280.00	2,518,286.99	24,906.20	2,493,380.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		18,009,512.95	18,009,502.01	10.94	0.00	0.00							
751	华侨茶业发展研究基金会	2014	1,774,795.02	1,156,000.00	26,000.00	1,130,000.00	618,795.02	0.00	618,795.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,323,078.82	2,094,512.07	121,060.69	107,506.06	0.00							
752	华民慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		20,402,681.38	18,524,019.72	1,446,954.24	377,595.89	54,111.53							
753	华润慈善基金会	2014	310,847,716.00	310,847,716.00	358,928.00	310,488,788.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		398,108,717.19	396,183,539.40	0.00	147,619.57	1,777,558.22							
754	华阳慈善基金会	2014	1,526,896.60	1,526,896.60	599,721.00	927,175.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,531,837.40	5,513,807.00	0.00	17,978.40	52.00							
755	华鼎国学研究基金会	2014	25,100,000.00	25,100,000.00	0.00	25,100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		9,601,709.50	9,182,796.62	205,499.00	213,413.88	0.00							
756	南京中医药大学教育发展基金会	2014	14,421,010.00	14,421,010.00	13,502,000.00	919,010.00	0.00	0.00	0.00	0.00	47,667,800.00	47,667,800.00	0.00	47,667,800.00	0.00	0.00	0.00	0.00		60,923,422.00	60,901,600.00	0.00	21,822.00	0.00							
757	南京中国药科大学教育发展基金会	2014	17,932,000.00	17,932,000.00	640,000.00	17,292,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,898,003.42	7,753,289.42	0.00	144,714.00	0.00							
758	南京交通职业技术学院教育发展基金会	2014	220,000.00	220,000.00	120,000.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		12,241,369.66	12,234,289.66	0.00	7,080.00	0.00							
760	南京体育学院体育发展基金会	2014	2,850,000.00	2,850,000.00	0.00	2,850,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,347,831.00	2,343,123.00	0.00	0.00	4,708.00							
761	南京信息大学教育发展基金会	2014	133,000.00	133,000.00	3,000.00	130,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		20,514,295.50	20,509,250.00	0.00	5,045.50	0.00							
762	南京信息职业技术学院教育发展基金会	2014	181,652.50	181,652.50	66,652.50	115,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,400.00	0.00	0.00	3,400.00	0.00							
763	南京儿童医院医学发展医疗救助基金会	2014	973,477.25	973,477.25	22,700.00	950,777.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		943,011.11	934,484.61	0.00	8,526.50	0.00							
764	南京农业大学教育发展基金会	2014	20,678,120.14	20,678,120.14	0.00	20,678,120.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,170,026.90	7,170,026.90	0.00	0.00	0.00							
765	南京化工职业技术学院教育发展基金会	2014	26,000.00	26,000.00	10,000.00	16,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,595,614.00	5,551,313.00	0.00	30,950.00	13,351.00							
766	南京医科大学教育发展基金会	2014	73,888,848.65	73,888,848.65	3,728,620.84	70,160,227.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,756,382.81	4,756,243.81	0.00	0.00	139.00							
767	南京外国语学校教育基金会	2014	25,058,000.00	25,058,000.00	14,288,000.00	10,770,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,096,143.59	6,014,994.69	72,600.00	8,548.90	0.00							
768	南京大吉慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		173,668.00	170,000.00	0.00	3,668.00	0.00							
769	南京大学教育发展基金会	2014	55,263,736.41	35,826,876.74	9,311,827.83	26,515,048.91	19,436,859.67	1,373,380.28	18,063,479.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		72,391,979.53	70,341,817.38	387,406.53	1,123,311.28	539,444.34							
770	南京大报恩文化发展基金会	2014	523,024.80	523,024.80	23,024.80	500,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		290,513.91	278,717.60	6,504.91	5,291.40	0.00							
771	南京审计学院教育发展基金会	2014	173,100.00	173,100.00	143,000.00	30,100.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		31,368,728.66	31,344,800.00	0.00	23,928.66	0.00							
772	南京工业大学教育发展基金会	2014	1,903,318.00	1,903,318.00	540,318.00	1,363,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,440,506.00	1,435,466.00	0.00	5,040.00	0.00							
773	南京工业职业技术学院教育发展基金会	2014	141,000.00	141,000.00	1,000.00	140,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,884,733.98	7,912,120.00	6,000.00	0.00	-33,386.02							
774	南京工程学院教育发展基金会	2014	1,510,670.12	1,510,670.12	0.00	1,510,670.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		50,462,015.20	50,413,414.00	0.00	44,391.20	4,210.00							
776	南京市中小学幼儿教师奖励基金会	2014	250,000.00	250,000.00	0.00	250,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,361,115.00	1,359,060.00	0.00	2,055.00	0.00							
777	南京市中小学生科技活动基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,194,793.99	1,098,814.43	98,259.94	0.00	-2,280.38							
778	南京市六合区见义勇为基金会	2014	100,000.00	100,000.00	0.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		280,833.08	143,154.00	78,295.60	59,383.48	0.00							
779	南京市建邺区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		97,180.86	83,650.00	0.00	13,530.86	0.00							
780	南京市栖霞区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		64,000.00	64,000.00	0.00	45,006.00	0.00							
781	南京市残疾人福利基金会	2014	789,028.33	789,028.33	0.00	789,028.33	0.00	0.00	0.00	0.00	2,763,872.80	2,763,872.80	0.00	2,763,872.80	0.00	0.00	0.00	0.00		3,361,390.36	3,172,019.30	0.00	189,371.06	0.00							
782	南京市江宁区教育发展基金会	2014	5,588,333.28	5,588,333.28	0.00	5,588,333.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,100,482.20	2,099,653.80	20,000.00	828.40	-20,000.00							
783	南京市江宁区见义勇为基金会	2014	1,354,600.00	1,354,600.00	600.00	1,354,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		440,343.80	262,219.30	165,400.00	12,724.50	0.00							
785	南京市浦口区扶贫基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,354,472.35	2,330,635.35	17,600.00	6,237.00	0.00							
786	南京市浦口区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		55,975.80	55,975.80	0.00	0.00	0.00							
787	南京市溧水区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		61,200.00	58,700.00	0.00	2,500.00	0.00							
788	南京市爱心援助特困职工基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		614,042.10	580,560.00	0.00	33,482.10	0.00							
789	南京市玄武区见义勇为基金会	2014	550,000.00	550,000.00	0.00	550,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		236,457.00	119,552.00	580.00	53,825.00	62,500.00							
790	南京市秦淮区见义勇为基金会	2014	300,000.00	300,000.00	0.00	300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		191,084.75	185,454.75	3,500.00	1,500.00	630.00							
791	南京市见义勇为基金会	2014	114,000.00	114,000.00	10,000.00	104,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,412,354.64	2,102,585.00	215,167.20	94,602.44	0.00							
792	南京市金陵中学教育发展基金会	2014	2,730,000.00	2,730,000.00	20,000.00	2,710,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,255,877.00	1,248,377.00	0.00	7,500.00	0.00							
793	南京市雨花台区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		218,420.50	166,155.00	7,200.00	26,768.00	0.00							
794	南京市高淳区见义勇为基金会	2014	1,050,000.00	1,050,000.00	0.00	1,050,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		107,222.00	76,000.00	0.00	31,222.00	0.00							
795	南京市鼓楼区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20,000.00	20,000.00	20,000.00	0.00	0.00	0.00	0.00	0.00		189,595.00	63,100.00	0.00	126,495.00	0.00							
796	南京市鼓楼教育基金会	2014	39,471,720.00	39,471,720.00	26,283,500.00	13,188,220.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		23,430,308.18	23,400,023.40	0.00	28,184.78	2,100.00							
797	南京师范大学教育发展基金会	2014	15,752,597.81	15,752,597.81	302,500.00	15,450,097.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		21,434,425.12	20,764,820.00	0.00	259,016.23	410,588.89							
798	南京师范大学泰州学院教育发展基金会	2014	305,000.00	305,000.00	220,000.00	85,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		8,251,431.11	8,189,670.61	53,000.00	8,760.50	0.00							
800	南京新城市慈善基金会	2014	2,000,000.00	2,000,000.00	0.00	2,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,498,198.72	2,492,880.00	0.00	7,108.00	-1,789.28							
801	南京晓庄学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,565.00	0.00	0.00	7,565.00	0.00							
802	南京林业大学教育发展基金会	2014	11,799,035.71	11,799,035.71	1,203,468.53	10,595,567.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		20,735,319.90	20,727,269.90	0.00	8,050.00	0.00							
803	南京柯菲平公益基金会	2014	2,467,631.60	2,467,631.60	65,631.60	2,402,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,614,128.73	1,913,563.14	107,848.00	58,445.12	534,272.47							
804	南京森林警察学院教育发展基金会	2014	352,000.00	352,000.00	2,000.00	350,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		456,622.17	395,016.00	0.00	61,606.17	0.00							
805	南京海外工商管理专修学院教育基金会	2014	8,983.80	8,983.80	0.00	8,983.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		33,187.70	30,540.00	-5,209.40	7,757.10	100.00							
806	南京牛首山公益慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		260,256.00	260,000.00	0.00	256.00	0.00							
807	南京特殊教育职业技术学院教育发展基金会	2014	100,000.00	100,000.00	100,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		5,566,154.50	5,562,584.50	0.00	3,570.00	0.00							
808	南京理工大学教育发展基金会	2014	6,108,719.00	6,108,719.00	167,750.00	5,940,969.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		13,675,718.71	13,379,229.67	138,000.00	138,916.73	19,572.31							
809	南京理工大学泰州科技学院教育发展基金会	2014	255,260.00	255,260.00	40,000.00	215,260.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,039,565.00	3,000,000.00	0.00	39,000.00	565.00							
810	南京理工大学紫金学院教育发展基金会	2014	25,290,000.00	25,290,000.00	25,290,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		8,157,969.67	8,113,800.00	41,216.67	2,953.00	0.00							
811	南京航空航天大学教育发展基金会	2014	2,351,134.89	2,313,967.19	175,967.19	2,138,000.00	37,167.70	37,167.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		24,481,441.87	24,477,259.89	0.00	4,181.98	0.00							
812	南京艺术学院教育发展基金会	2014	1,715,000.00	1,715,000.00	230,000.00	1,485,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		14,218,771.30	14,215,000.00	0.00	3,771.30	0.00							
813	南京财经大学教育发展基金会	2014	1,364,867.18	1,120,000.00	0.00	1,120,000.00	244,867.18	0.00	244,867.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		11,786,700.00	11,749,000.00	0.00	37,700.00	0.00							
814	南京邮电大学教育发展基金会	2014	6,383,627.49	6,383,627.49	0.00	6,383,627.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		8,946,107.50	8,937,210.50	0.00	8,897.00	0.00							
815	南京金陵文化保护发展基金会	2014	300,000,000.00	300,000,000.00	300,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		7,529,376.83	7,014,400.00	469,533.68	45,443.15	0.00							
816	南京金鹰国际慈济基金会	2014	363,120.00	363,120.00	0.00	363,120.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,182,787.67	1,355,400.00	0.00	12,791.00	-185,403.33							
817	南京铁道职业技术学院教育发展基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,514.50	0.00	0.00	3,514.50	0.00							
818	南京鼓楼医院医学发展医疗救助基金会	2014	10,252,978.96	10,252,978.96	620,000.00	9,632,978.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,354,978.06	4,308,533.06	0.00	39,125.00	7,320.00							
819	南充市教育基金会	2014	1,149,250.00	1,149,250.00	23,250.00	1,126,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,849,407.60	1,730,000.00	26,700.00	92,707.60	0.00							
820	南充市高坪区阳光助学基金会	2014	329,000.00	329,000.00	0.00	329,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		396,823.50	353,470.00	0.00	43,353.50	0.00							
821	南宁市教育基金会	2014	13,139,078.25	13,139,078.25	13,139,078.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		12,532,577.01	12,276,997.61	119,247.30	136,332.10	0.00							
822	南安市仑苍镇教育发展基金会	2014	1,269,000.00	1,269,000.00	1,269,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,375,837.82	1,983,505.80	14,400.00	8,908.52	0.00							
824	南安市山前扶贫基金会	2014	192,000.00	192,000.00	192,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		212,346.86	164,000.00	14,400.00	5,239.86	28,707.00							
825	南安市李德茂教育基金会	2014	565,004.09	495,004.09	495,004.09	0.00	70,000.00	70,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		456,493.00	448,137.00	4,800.00	2,840.00	716.00							
826	南安市石井创新社会管理公益基金会	2014	1,300,000.00	1,300,000.00	1,300,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		620,115.32	608,700.00	0.00	8,597.00	2,818.32							
827	南安市芙蓉基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		14,089,003.45	10,917,941.27	567,154.42	107,229.51	200,000.00							
828	南安市英都教育基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		207,232.46	192,200.00	6,400.00	8,632.46	0.00							
829	南安市黄良庵慈善基金会	2014	4,073,890.00	4,073,890.00	4,073,890.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,153,515.10	1,862,970.00	9,600.00	62,349.60	214,503.50							
830	南平市困难党员帮扶基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2,744,500.00	2,744,500.00	0.00	2,744,500.00	0.00	0.00	0.00	0.00		2,313,225.55	2,301,000.00	0.00	10,556.27	1,669.28							
831	南昌市教育基金会	2014	37,241.60	37,241.60	0.00	37,241.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		27,709,959.24	27,479,523.37	447.00	120.00	229,868.87							
832	南昌市汇仁教育基金会	2014	600,000.00	600,000.00	0.00	600,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		887,172.26	887,000.00	0.00	0.00	0.00							
833	南昌市青少年发展基金会	2014	831,471.43	831,471.43	141,700.35	689,771.08	0.00	0.00	0.00	0.00	249.00	249.00	249.00	0.00	0.00	0.00	0.00	0.00		1,670,444.73	1,583,664.48	69,681.78	3,492.20	13,606.27							
834	南航“十分”关爱基金会	2014	7,336,087.30	7,336,087.30	0.00	7,336,087.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		6,936,188.40	6,605,400.00	0.00	330,788.40	0.00							
835	南通公安大病特困救助基金会	2014	53,000,000.00	53,000,000.00	0.00	53,000,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		4,906,229.90	4,904,400.00	0.00	1,829.90	0.00							
836	南通大学教育发展基金会	2014	1,650,358.30	1,650,358.30	78,358.30	1,572,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,467,604.00	1,383,800.00	0.00	6,000.00	77,804.00							
837	南通市崇川区慈善基金会	2014	2,158,128.08	2,158,128.08	0.00	2,158,128.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		1,716,140.00	1,702,017.70	0.00	14,122.30	0.00							
838	南通市崇川区见义勇为基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		690,081.34	636,095.20	36,300.00	17,686.14	0.00							
839	南通市广播电视大学教育发展基金会	2014	149,870.20	149,870.20	99,870.20	50,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		613,897.50	613,897.50	0.00	0.00	0.00							
840	南通市慈善基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		2,852,425.80	2,847,760.80	665.00	4,000.00	0.00							
841	南通市法律援助基金会	2014	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		172,376.77	132,489.05	39,887.72	0.00	0.00							
842	南通市港闸区慈善基金会	2014	229,750.00	229,750.00	0.00	229,750.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		227,527.00	225,527.00	0.00	2,000.00	0.00							
843	南通市港闸区见义勇为基金会	2014	60,000.00	60,000.00	0.00	60,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		307,025.33	277,390.70	29,732.80	-98.17	0.00							
844	南通市爱心帮困基金会	2014	862,389.00	862,389.00	693,993.00	168,396.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00		3,256,503.17	3,221,252.50	0.00	35,250.67	0.00							
